Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
130	-0.0	-0.04(-0.04)	0.03(63.0)
130	-0.03	-0.05(-0.05)	0.01(294)
130	-0.04	-0.05(-0.05)	0.0(353)
130	0.01	-0.01(-0.01)	0.02(3.78)
140	-0.04	-0.07(-0.07)	0.03(64.0)
140	-0.07	-0.08(-0.08)	0.01(290)
140	-0.08	-0.08(-0.08)	0.0(351)
140	0.0	-0.01(-0.01)	0.01(2.73)
150	0.0	-0.04(-0.04)	0.04(90.0)
150	-0.03	-0.05(-0.05)	0.02(391)
150	-0.04	-0.05(-0.05)	0.0(479)
150	0.02	-0.0(-0.0)	0.02(4.21)
160	-0.05	-0.08(-0.08)	0.03(62.3)
160	-0.07	-0.08(-0.08)	0.01(276)
160	-0.08	-0.08(-0.08)	0.0(342)
160	0.01	-0.0(-0.0)	0.01(2.64)
170	-0.04	-0.07(-0.07)	0.03(61.0)
170	-0.06	-0.06(-0.06)	0.0(365)
170	-0.05	-0.07(-0.07)	0.01(289)
170	0.01	-0.01(-0.01)	0.02(3.08)
180	-0.03	-0.06(-0.06)	0.03(60.4)
180	-0.07	-0.07(-0.07)	0.0(343)
180	-0.06	-0.07(-0.07)	0.01(270)
180	-0.0	-0.01(-0.01)	0.01(2.25)
190	-0.05	-0.09(-0.09)	0.04(74.7)
190	-0.08	-0.08(-0.08)	0.0(407)
190	-0.07	-0.09(-0.09)	0.02(319)
190	0.0	-0.01(-0.01)	0.01(2.92)
200	-0.05	-0.09(-0.09)	0.03(68.1)
200	-0.09	-0.09(-0.09)	0.0(421)
200	-0.07	-0.09(-0.09)	0.02(324)
200	-0.0	-0.01(-0.01)	0.01(2.42)
210	-0.05	-0.08(-0.08)	0.03(62.5)
210	-0.08	-0.08(-0.08)	0.0(347)
210	-0.07	-0.08(-0.08)	0.01(266)
210	-0.0	-0.01(-0.01)	0.01(2.23)
220	-0.05	-0.08(-0.08)	0.03(61.3)
220	-0.08	-0.09(-0.09)	0.0(374)
220	-0.07	-0.09(-0.09)	0.01(283)
220	0.01	-0.0(-0.0)	0.01(2.47)
230	-0.04	-0.07(-0.07)	0.03(65.5)
230	-0.07	-0.08(-0.08)	0.0(411)
230	-0.06	-0.08(-0.08)	0.02(307)
230	0.0	-0.01(-0.01)	0.01(2.96)
240	-0.05	-0.07(-0.07)	0.03(55.7)
240	-0.08	-0.08(-0.08)	0.0(331)
240	-0.07	-0.09(-0.09)	0.01(248)
240	0.01	0.0(0.0)	0.01(2.0)
250	-0.02	-0.06(-0.06)	0.03(65.3)
250	-0.07	-0.07(-0.07)	0.0(374)
250	-0.05	-0.07(-0.07)	0.01(277)
250	-0.01	-0.02(-0.02)	0.01(1.85)
260	-0.01	-0.05(-0.05)	0.04(71.1)
260	-0.05	-0.05(-0.05)	0.0(431)
260	-0.04	-0.05(-0.05)	0.02(318)
260	0.01	-0.0(-0.0)	0.01(2.0)
270	-0.05	-0.08(-0.08)	0.03(63.9)
270	-0.08	-0.08(-0.08)	0.0(376)
270	-0.07	-0.09(-0.09)	0.01(276)
270	0.0	-0.01(-0.01)	0.01(2.08)
280	-0.03	-0.06(-0.06)	0.03(54.3)
280	-0.08	-0.08(-0.08)	0.0(302)
280	-0.07	-0.08(-0.08)	0.01(222)
280	-0.01	-0.01(-0.01)	0.01(1.43)
290	-0.05	-0.07(-0.07)	0.03(52.4)
290	-0.07	-0.07(-0.07)	0.0(337)
290	-0.06	-0.07(-0.07)	0.01(244)
290	0.01	0.0(0.0)	0.01(1.41)
300	-0.05	-0.08(-0.08)	0.03(63.5)
300	-0.08	-0.08(-0.08)	0.0(369)
300	-0.07	-0.08(-0.08)	0.01(268)
300	-0.0	-0.01(-0.01)	0.01(1.62)
310	-0.04	-0.07(-0.07)	0.04(70.3)
310	-0.08	-0.08(-0.08)	0.0(423)
310	-0.07	-0.08(-0.08)	0.02(306)
310	-0.0	-0.01(-0.01)	0.01(1.79)
320	-0.03	-0.06(-0.06)	0.03(60.6)
320	-0.07	-0.07(-0.07)	0.0(398)
320	-0.06	-0.08(-0.08)	0.01(286)
320	-0.01	-0.02(-0.02)	0.01(1.54)
330	-0.05	-0.08(-0.08)	0.03(62.1)
330	-0.09	-0.09(-0.09)	0.0(377)
330	-0.08	-0.09(-0.09)	0.01(271)
330	-0.0	-0.01(-0.01)	0.01(1.45)
340	-0.04	-0.07(-0.07)	0.02(48.9)
340	-0.08	-0.08(-0.08)	0.0(295)
340	-0.07	-0.08(-0.08)	0.01(212)
340	-0.01	-0.01(-0.01)	0.01(1.1)
350	-0.06	-0.09(-0.09)	0.03(62.3)
350	-0.08	-0.08(-0.08)	0.0(367)
350	-0.07	-0.09(-0.09)	0.01(264)
350	-0.0	-0.01(-0.01)	0.01(1.39)
360	-0.05	-0.08(-0.08)	0.03(54.5)
360	-0.08	-0.08(-0.08)	0.0(339)
360	-0.07	-0.09(-0.09)	0.01(243)
360	-0.0	-0.01(-0.01)	0.01(1.18)
370	-0.04	-0.07(-0.07)	0.03(56.3)
370	-0.07	-0.07(-0.07)	0.0(346)
370	-0.07	-0.08(-0.08)	0.01(247)
370	0.0	-0.0(-0.0)	0.01(1.23)
380	-0.04	-0.07(-0.07)	0.03(54.9)
380	-0.08	-0.08(-0.08)	0.0(335)
380	-0.07	-0.09(-0.09)	0.01(241)
380	0.0	-0.0(-0.0)	0.01(1.22)
390	-0.06	-0.09(-0.09)	0.03(54.6)
390	-0.09	-0.09(-0.09)	0.0(337)
390	-0.08	-0.1(-0.1)	0.01(241)
390	0.0	-0.0(-0.0)	0.01(1.18)
400	-0.05	-0.09(-0.09)	0.04(71.8)
400	-0.08	-0.08(-0.08)	0.0(417)
400	-0.07	-0.09(-0.09)	0.02(300)
400	-0.01	-0.02(-0.02)	0.01(1.59)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699130'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.01	-0.01(-0.01)	0.02(341)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699130'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699130'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699130'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	1.69	-0.01(-0.01)	1.7(341)
0	-0.01	-0.01(-0.01)	0.0(341)
0	0.16	-0.01(-0.01)	0.17(341)
10	-0.01	-0.03(-0.03)	0.02(387)
10	0.47	-0.01(-0.01)	0.48(96.7)
10	0.09	-0.03(-0.03)	0.12(246)
10	-0.03	-0.03(-0.03)	0.0(403)
20	-0.05	-0.07(-0.07)	0.02(380)
20	0.06	-0.02(-0.02)	0.08(16.5)
20	-0.0	-0.07(-0.07)	0.07(136)
20	-0.06	-0.06(-0.06)	0.0(413)
30	-0.03	-0.05(-0.05)	0.02(355)
30	0.07	-0.01(-0.01)	0.08(15.5)
30	0.0	-0.05(-0.05)	0.05(95.3)
30	-0.05	-0.05(-0.05)	0.0(401)
40	-0.04	-0.06(-0.06)	0.02(333)
40	0.04	-0.01(-0.01)	0.05(10.9)
40	0.0	-0.05(-0.05)	0.05(94.9)
40	-0.05	-0.06(-0.06)	0.0(388)
50	-0.03	-0.04(-0.04)	0.01(285)
50	0.06	0.01(0.01)	0.05(10.4)
50	0.0	-0.04(-0.04)	0.04(80.7)
50	-0.04	-0.04(-0.04)	0.0(345)
60	-0.04	-0.05(-0.05)	0.01(275)
60	0.04	-0.01(-0.01)	0.05(9.77)
60	-0.0	-0.04(-0.04)	0.04(83.9)
60	-0.05	-0.05(-0.05)	0.0(345)
70	0.06	-0.02(-0.02)	0.08(16.9)
70	-0.04	-0.06(-0.06)	0.02(316)
70	-0.0	-0.05(-0.05)	0.05(98.4)
70	-0.05	-0.05(-0.05)	0.0(408)
80	0.05	-0.01(-0.01)	0.06(11.8)
80	-0.05	-0.07(-0.07)	0.01(231)
80	-0.0	-0.04(-0.04)	0.04(71.6)
80	-0.06	-0.07(-0.07)	0.0(311)
90	0.05	-0.01(-0.01)	0.06(11.6)
90	-0.07	-0.09(-0.09)	0.01(283)
90	-0.03	-0.07(-0.07)	0.05(91.4)
90	-0.08	-0.09(-0.09)	0.0(388)
100	0.05	-0.01(-0.01)	0.06(11.6)
100	-0.07	-0.08(-0.08)	0.01(234)
100	-0.04	-0.07(-0.07)	0.04(74.1)
100	-0.08	-0.08(-0.08)	0.0(331)
110	0.04	-0.01(-0.01)	0.05(9.8)
110	-0.06	-0.07(-0.07)	0.01(238)
110	-0.02	-0.06(-0.06)	0.04(81.8)
110	-0.06	-0.06(-0.06)	0.0(341)
120	0.07	0.0(0.0)	0.07(13.5)
120	-0.04	-0.05(-0.05)	0.01(279)
120	0.02	-0.03(-0.03)	0.05(105)
120	-0.05	-0.05(-0.05)	0.0(407)
130	0.04	-0.01(-0.01)	0.05(10.5)
130	-0.03	-0.04(-0.04)	0.01(211)
130	0.01	-0.03(-0.03)	0.04(80.8)
130	-0.04	-0.04(-0.04)	0.0(310)
140	0.02	-0.02(-0.02)	0.04(8.14)
140	-0.07	-0.08(-0.08)	0.01(207)
140	-0.03	-0.07(-0.07)	0.04(81.7)
140	-0.08	-0.08(-0.08)	0.0(307)
150	0.05	-0.01(-0.01)	0.06(11.7)
150	-0.03	-0.05(-0.05)	0.01(277)
150	0.01	-0.05(-0.05)	0.06(117)
150	-0.04	-0.04(-0.04)	0.0(414)
160	0.03	-0.01(-0.01)	0.03(6.83)
160	-0.08	-0.09(-0.09)	0.01(193)
160	-0.05	-0.08(-0.08)	0.04(77.1)
160	-0.08	-0.09(-0.09)	0.0(295)
170	0.03	-0.01(-0.01)	0.04(8.9)
170	-0.03	-0.07(-0.07)	0.04(75.4)
170	-0.06	-0.07(-0.07)	0.01(202)
170	-0.07	-0.07(-0.07)	0.0(313)
180	0.01	-0.02(-0.02)	0.03(6.09)
180	-0.07	-0.08(-0.08)	0.01(191)
180	-0.03	-0.07(-0.07)	0.04(71.4)
180	-0.07	-0.07(-0.07)	0.0(294)
190	0.02	-0.02(-0.02)	0.04(7.91)
190	-0.09	-0.1(-0.1)	0.01(226)
190	-0.05	-0.09(-0.09)	0.04(89.0)
190	-0.09	-0.09(-0.09)	0.0(350)
200	0.01	-0.02(-0.02)	0.03(6.66)
200	-0.09	-0.1(-0.1)	0.01(226)
200	-0.05	-0.09(-0.09)	0.04(85.8)
200	-0.1	-0.1(-0.1)	0.0(359)
210	0.01	-0.02(-0.02)	0.03(5.77)
210	-0.05	-0.09(-0.09)	0.04(75.0)
210	-0.08	-0.09(-0.09)	0.01(188)
210	-0.08	-0.09(-0.09)	0.0(294)
220	0.02	-0.01(-0.01)	0.03(6.47)
220	-0.04	-0.08(-0.08)	0.04(76.0)
220	-0.08	-0.09(-0.09)	0.01(196)
220	-0.08	-0.09(-0.09)	0.0(315)
230	0.02	-0.02(-0.02)	0.04(8.21)
230	-0.03	-0.07(-0.07)	0.04(79.6)
230	-0.07	-0.08(-0.08)	0.01(213)
230	-0.08	-0.08(-0.08)	0.0(345)
240	0.03	-0.0(-0.0)	0.03(5.76)
240	-0.04	-0.08(-0.08)	0.03(64.9)
240	-0.08	-0.09(-0.09)	0.01(171)
240	-0.09	-0.09(-0.09)	0.0(277)
250	0.0	-0.02(-0.02)	0.02(4.09)
250	-0.03	-0.07(-0.07)	0.04(75.3)
250	-0.07	-0.08(-0.08)	0.01(193)
250	-0.07	-0.08(-0.08)	0.0(311)
260	0.02	-0.0(-0.0)	0.02(4.48)
260	-0.01	-0.05(-0.05)	0.04(80.6)
260	-0.05	-0.06(-0.06)	0.01(215)
260	-0.06	-0.06(-0.06)	0.0(357)
270	0.02	-0.01(-0.01)	0.02(4.78)
270	-0.04	-0.07(-0.07)	0.04(70.7)
270	-0.08	-0.09(-0.09)	0.01(189)
270	-0.09	-0.09(-0.09)	0.0(310)
280	-0.0	-0.02(-0.02)	0.01(2.83)
280	-0.03	-0.06(-0.06)	0.03(59.8)
280	-0.07	-0.08(-0.08)	0.01(152)
280	-0.08	-0.08(-0.08)	0.0(249)
290	0.01	-0.0(-0.0)	0.02(3.04)
290	-0.05	-0.08(-0.08)	0.03(58.7)
290	-0.07	-0.08(-0.08)	0.01(165)
290	-0.07	-0.08(-0.08)	0.0(277)
300	0.0	-0.02(-0.02)	0.02(3.04)
300	-0.06	-0.09(-0.09)	0.03(69.4)
300	-0.08	-0.09(-0.09)	0.01(183)
300	-0.08	-0.09(-0.09)	0.0(303)
310	0.0	-0.01(-0.01)	0.02(3.29)
310	-0.04	-0.07(-0.07)	0.04(76.0)
310	-0.07	-0.08(-0.08)	0.01(207)
310	-0.08	-0.08(-0.08)	0.0(345)
320	-0.0	-0.02(-0.02)	0.01(2.91)
320	-0.04	-0.07(-0.07)	0.03(65.3)
320	-0.07	-0.08(-0.08)	0.01(188)
320	-0.08	-0.08(-0.08)	0.0(323)
330	-0.0	-0.01(-0.01)	0.01(2.43)
330	-0.05	-0.08(-0.08)	0.03(66.2)
330	-0.09	-0.1(-0.1)	0.01(181)
330	-0.1	-0.1(-0.1)	0.0(306)
340	-0.01	-0.01(-0.01)	0.01(1.76)
340	-0.05	-0.07(-0.07)	0.03(52.0)
340	-0.08	-0.09(-0.09)	0.01(142)
340	-0.09	-0.09(-0.09)	0.0(239)
350	-0.0	-0.01(-0.01)	0.01(2.14)
350	-0.06	-0.1(-0.1)	0.03(65.7)
350	-0.09	-0.1(-0.1)	0.01(177)
350	-0.09	-0.1(-0.1)	0.0(298)
360	-0.0	-0.01(-0.01)	0.01(1.8)
360	-0.05	-0.08(-0.08)	0.03(57.8)
360	-0.09	-0.09(-0.09)	0.01(162)
360	-0.09	-0.09(-0.09)	0.0(275)
370	0.0	-0.01(-0.01)	0.01(1.87)
370	-0.04	-0.07(-0.07)	0.03(59.4)
370	-0.07	-0.08(-0.08)	0.01(165)
370	-0.08	-0.08(-0.08)	0.0(280)
380	0.0	-0.0(-0.0)	0.01(1.83)
380	-0.04	-0.07(-0.07)	0.03(57.7)
380	-0.08	-0.09(-0.09)	0.01(159)
380	-0.09	-0.09(-0.09)	0.0(271)
390	0.0	-0.01(-0.01)	0.01(1.78)
390	-0.06	-0.09(-0.09)	0.03(57.6)
390	-0.09	-0.1(-0.1)	0.01(161)
390	-0.1	-0.1(-0.1)	0.0(273)
400	-0.01	-0.02(-0.02)	0.01(2.38)
400	-0.06	-0.09(-0.09)	0.04(75.3)
400	-0.08	-0.09(-0.09)	0.01(202)
400	-0.09	-0.09(-0.09)	0.0(338)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699131'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.01	-0.01(-0.01)	0.02(341)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699131'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699131'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699131'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	1.69	-0.01(-0.01)	1.7(341)
0	0.16	-0.01(-0.01)	0.17(341)
0	-0.01	-0.01(-0.01)	0.0(341)
10	-0.02	-0.04(-0.04)	0.02(359)
10	0.21	-0.02(-0.02)	0.23(45.4)
10	0.03	-0.04(-0.04)	0.07(146)
10	-0.03	-0.04(-0.04)	0.0(397)
20	-0.05	-0.07(-0.07)	0.02(339)
20	0.19	-0.03(-0.03)	0.22(43.8)
20	0.0	-0.07(-0.07)	0.08(151)
20	-0.07	-0.07(-0.07)	0.0(397)
30	-0.03	-0.05(-0.05)	0.02(315)
30	0.2	-0.02(-0.02)	0.23(45.2)
30	0.02	-0.05(-0.05)	0.07(138)
30	-0.05	-0.05(-0.05)	0.0(382)
40	-0.03	-0.04(-0.04)	0.02(313)
40	0.19	-0.01(-0.01)	0.2(39.8)
40	0.04	-0.04(-0.04)	0.07(146)
40	-0.04	-0.04(-0.04)	0.0(377)
50	-0.02	-0.03(-0.03)	0.01(275)
50	0.03	-0.03(-0.03)	0.06(128)
50	0.18	0.0(0.0)	0.17(34.7)
50	-0.03	-0.03(-0.03)	0.0(334)
60	-0.03	-0.04(-0.04)	0.01(285)
60	0.03	-0.03(-0.03)	0.06(129)
60	0.14	-0.02(-0.02)	0.16(31.5)
60	-0.04	-0.04(-0.04)	0.0(341)
70	0.04	-0.04(-0.04)	0.08(158)
70	-0.03	-0.05(-0.05)	0.02(338)
70	0.24	-0.02(-0.02)	0.26(52.5)
70	-0.04	-0.05(-0.05)	0.0(406)
80	0.02	-0.04(-0.04)	0.06(117)
80	-0.04	-0.05(-0.05)	0.01(260)
80	0.17	-0.01(-0.01)	0.18(35.1)
80	-0.05	-0.05(-0.05)	0.0(317)
90	0.01	-0.06(-0.06)	0.07(142)
90	0.16	-0.01(-0.01)	0.17(34.3)
90	-0.05	-0.06(-0.06)	0.02(331)
90	-0.06	-0.07(-0.07)	0.0(404)
100	0.0	-0.06(-0.06)	0.06(118)
100	0.16	-0.02(-0.02)	0.18(35.7)
100	-0.06	-0.06(-0.06)	0.0(341)
100	-0.05	-0.06(-0.06)	0.01(278)
110	0.01	-0.05(-0.05)	0.06(123)
110	0.15	-0.01(-0.01)	0.16(33.0)
110	-0.06	-0.06(-0.06)	0.0(354)
110	-0.05	-0.07(-0.07)	0.01(289)
120	0.05	-0.04(-0.04)	0.08(167)
120	0.2	-0.0(-0.0)	0.2(39.5)
120	-0.05	-0.05(-0.05)	0.0(427)
120	-0.03	-0.05(-0.05)	0.02(352)
130	0.04	-0.03(-0.03)	0.06(127)
130	0.17	-0.01(-0.01)	0.18(36.3)
130	-0.02	-0.03(-0.03)	0.0(324)
130	-0.01	-0.03(-0.03)	0.01(266)
140	-0.0	-0.06(-0.06)	0.06(124)
140	0.1	-0.03(-0.03)	0.13(25.4)
140	-0.06	-0.06(-0.06)	0.0(321)
140	-0.05	-0.06(-0.06)	0.01(265)
150	0.05	-0.04(-0.04)	0.09(178)
150	0.17	-0.01(-0.01)	0.18(36.7)
150	-0.04	-0.04(-0.04)	0.0(436)
150	-0.02	-0.04(-0.04)	0.02(362)
160	-0.02	-0.08(-0.08)	0.06(113)
160	0.1	-0.02(-0.02)	0.12(23.5)
160	-0.07	-0.07(-0.07)	0.0(310)
160	-0.06	-0.07(-0.07)	0.01(254)
170	-0.01	-0.07(-0.07)	0.06(111)
170	0.11	-0.02(-0.02)	0.13(26.5)
170	-0.06	-0.06(-0.06)	0.0(333)
170	-0.05	-0.06(-0.06)	0.01(267)
180	-0.01	-0.07(-0.07)	0.05(103)
180	0.07	-0.02(-0.02)	0.09(19.0)
180	-0.06	-0.07(-0.07)	0.0(315)
180	-0.06	-0.07(-0.07)	0.01(250)
190	-0.03	-0.09(-0.09)	0.07(131)
190	0.07	-0.04(-0.04)	0.11(22.4)
190	-0.08	-0.08(-0.08)	0.0(375)
190	-0.07	-0.09(-0.09)	0.01(297)
200	-0.03	-0.09(-0.09)	0.07(131)
200	-0.1	-0.1(-0.1)	0.0(386)
200	0.07	-0.03(-0.03)	0.11(21.4)
200	-0.09	-0.1(-0.1)	0.02(303)
210	-0.04	-0.09(-0.09)	0.05(105)
210	-0.08	-0.08(-0.08)	0.0(313)
210	0.05	-0.03(-0.03)	0.08(17.0)
210	-0.08	-0.09(-0.09)	0.01(246)
220	-0.01	-0.07(-0.07)	0.06(118)
220	-0.07	-0.07(-0.07)	0.0(334)
220	0.07	-0.02(-0.02)	0.09(18.7)
220	-0.06	-0.07(-0.07)	0.01(259)
230	-0.07	-0.07(-0.07)	0.0(365)
230	-0.0	-0.06(-0.06)	0.06(117)
230	0.1	-0.02(-0.02)	0.13(25.4)
230	-0.06	-0.07(-0.07)	0.01(277)
